Title,Link,Date,Outlet,Country,Summary,Disproof,Article Title,Article Source,Article Media,Reported In,Publication Date,Audience,Article Country,Keywords
coronavirus specially manufactured to target Asians,https://euvsdisinfo.eu/report/coronavirus-specially-manufactured-to-target-asians/,03.02.2020,"Sputnik web Arabic, sccwf, alsaa, whatsnewsye, ahdath24, khaberni, yemen-now, akherkhabaronline, alwakaai, noornews, menafn, jordanzad, alnilin,  khaberni,  ramallah, almaalomah, khaberni, jpnews-sy, 5reb, turkeytodey, abudhabi-news, abudhabi-news, albidda, salam-tv, saadaonline, sahafahn, elbayan-news, news-araby, bbcnews1, sabq-sa, news-sinaa, egysaudi, alderaah-news, alsudanalaan, sudanewsnow, elsob7,  sudanway, inmn, miralnews, akherkhabrtoday, masr20, medanelakhbar, alsharqtimes, arabyoum,",China,"Coronavirus is not considered a serious matter for the entire world, as it threatens China because it is specially manufactured to reproduce within the physical environment that carries the chromosomes of the yellow-race or the East Asian race, so to speak.","Conspiracy theory. This is a pro-Kremlin narrative about the coronavirus.
The World Health Organisation is still working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
This narrative was blown out of proportion later on after it was echoed by the Russian Ministry of Health. According to the ministry, there is information that the virus mainly affects the ""Mongoloid race"", however, they do not provide any proves to support their claims.
The conspiracy theory also refers to the recurring pro-Kremlin disinformation narratives about US military biological labs circling Russia. Read disinformation examples related to the Lugar Lab in Tbilisi, Georgia.",Disinfo: Coronavirus specially manufactured to target Asians,,,Issue 183,03/02/2020,Arabic,China,"coronavirus, Conspiracy theory, Virus / bacteria threat, Biological weapons, Conspiracy"
coronavirus is a US provocation against China,https://euvsdisinfo.eu/report/coronavirus-is-a-us-provocation-against-china/,01.02.2020,Komsomolskaya pravda,"China, US","All this is against the Chinese. The American newspaper The New York Times was the first to report about the virus. How did they find it? The American Consulate General was evacuated immediately. What was the reason for such a rush? Usually, diplomats leave last. They stay in a time of war, but this time they left. The current situation is helping Trump to get the right trade agreement with China.","Conspiracy theory and a recurring pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the coronavirus, the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
See previous claims alleging that Coronavirus might be US bacteriological weapon against China, The coronavirus is a biological weapon created by the UK, and A new Chinese coronavirus was likely elaborated in NATO Biolabs.",Disinfo: Coronavirus is a US provocation against China,,,Issue 182,01/02/2020,Russian,"China, US","coronavirus, Biological weapons"
coronavirus: A North American epidemic,https://euvsdisinfo.eu/report/coronavirus-a-north-american-epidemic/,01.02.2020,"almayadeen, katehon, annabaa, azzaman, al-binaa, shaamtimes, aleshraq, dampress, syrianownews, almajd, darhaya, arabitoday, alderaah-news, news-sinaa, elsob7, egysaudi, alsharqtimes,","Cuba, Canada, China, US","There are strange “separate” incidents that targeted China from North America; the most prominent was the arrival of a shipment issued by Canadian biological laboratories in March 2019, which includes “malicious viruses.” It is noteworthy that this shipment was carried out under a veil of secrecy other than the usual procedures, which prompted the Chinese side to file a formal complaint.
A large US military delegation, consisting of 300 people, arrived in Wuhan, in Hubei Province, China on October 19, 2019, to participate in a military games festival hosted by China and held there. On November 2, 2019, the first infection with the coronavirus was recorded in that province, and it spread rapidly throughout December. Scientifically, the incubation period for corona infection is 14 days.","A number of conspiracy theories that are only linked by the fact that they are ""separate"" incidents, and echos some recurring pro-Kremlin disinformation especially about China coronavirus. The narratives also resemble a recurring conspiracy theory about the Lugar Lab in Georgia.
The claims about Canadian involvement in the coronavirus spread appear to be based on a mischaracterization of August 2019 reports about a transfer of Ebola and Nipah viruses from a Canadian lab to Beijing, and an apparently separate issue involving two Chinese researchers at Canada’s National Microbiology Laboratory (NML) in Winnipeg, in the central province of Manitoba. Read further debunking by the AFP Fact Check.
As for the US participation in the Military World Games and its connection with the coronavirus, there is no evidence to prove this claim. There were 9,308 athletes from 109 countries that have registered to participate in 2019 Military World Games held between October 18-27. While the incubation period of 2019-nCoV, also known as coronavirus, is believed to vary from as few as 2 days to as long as 14 days after the exposure, according to the CDC. This is based on what has been seen previously as the incubation period of MERS viruses.
According to the World Health Organization (WHO), the first reported unusual cluster of pneumonia cases in the city of Wuhan was recorded on 31 December 2019, when Chinese authorities confirmed they were investigating 27 cases of viral pneumonia, which is 65 days after the closing ceremony of the Military World Games.",Disinfo: Coronavirus: A North American epidemic,,,Issue 182,01/02/2020,Arabic,"Cuba, Canada, China, US","coronavirus, Conspiracy theory, Biological weapons, Military, Conspiracy"
The US owns the coronavirus and its cure,https://euvsdisinfo.eu/report/us-owns-the-coronavirus-and-its-cure/,01.02.2020,"almayadeen, katehon, annabaa, azzaman, al-binaa, shaamtimes, aleshraq, dampress, syrianownews, almajd, darhaya, arabitoday, alderaah-news, news-sinaa, elsob7, egysaudi, alsharqtimes,","China, US","Coronavirus is an American product par excellence, according to the registry of inventions submitted in 2015, which was approved in 2018.","Recurring pro-Kremlin disinformation narratives about the US and about the coronavirus.
The claim that the United States has patented and owns the coronavirus goes back to viral incorrect claims that the virus, along with its vaccine is owned by the Pirbright Institute (a research institute in the UK), was funded by the American Bill & Melinda Gates Foundation. The institute works to prevent viral diseases of livestock. The Pirbright Institute clarified that they don’t work with human coronaviruses and that a patent that they hold is unrelated to the current coronavirus linked to Wuhan.
The patent that the story links to - No. 10,130,701 - is for a mutated form of avian infectious bronchitis virus (IBV), a different coronavirus that infects poultry, but not people. That patent was filed by the Pirbright Institute, but not funded by the Gates Foundation, and the mutations were created to weaken the virus so that it could be used as a vaccine to protect chickens from IBV.
Matthew Frieman, a coronavirus researcher at the University of Maryland, told FactCheck.org that the patent has nothing to do with the new 2019-nCoV virus.
The American Centre for Disease Control and Prevention explains that the name of new coronavirus comes from the crown, or corona-like appearance of infective viruses when seen under a microscope. The CDC told the Associated Press in 2003 that the agency was claiming ownership of a patent related to a virus that causes SARS (severe acute respiratory syndrome, a disease that spread to dozens of countries in 2003, in result of which more than 8,000 people got ill and 774 people died), in order to ensure access and to prevent others from controlling the technology.",Disinfo: The US owns the coronavirus and its cure,,,Issue 182,01/02/2020,Arabic,"China, US","coronavirus, Conspiracy theory, Virus / bacteria threat, Bill Gates, Biological weapons, Conspiracy"
Emergence of coronavirus is not accidental and has economic goals,https://euvsdisinfo.eu/report/emergence-of-coronavirus-is-not-accidental-and-had-economical-goals/,31.01.2020,Sputnik Georgia,China,"Due to the situation in the financial markets, the emergence of coronavirus in China is not accidental and has very specific economic goals.","Fear over coronavirus has indeed affected China's stock markets, but assessing the virus as an artificial, man-made problem is a part of the recurring pro-Kremlin narrative on secret labs and biological weapons. Also consistent with the narrative that the spread of coronavirus is in the interest of the US to weaken China economically.
In response to the outbreak of the coronavirus, the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.",Disinfo: Emergence of coronavirus is not accidental and has economic goals,,,Issue 182,31/01/2020,Georgian,China,"coronavirus, Conspiracy theory, Conspiracy"
The coronavirus is an American biological weapon,https://euvsdisinfo.eu/report/the-coronavirus-is-an-american-biological-weapon/,31.01.2020,Moskovskij Komsomolets,China,"The coronavirus is an American biological weapon. There is a an American consulate in Wuhan, where saboteurs could have acted undercover. The virus could be developed by representatives of a private pharmaceutical corporation.","Conspiracy theory. This is a recurring pro-Kremlin narrative about the coronavirus.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS.",Disinfo: The coronavirus is an American biological weapon,,,Issue 182,31/01/2020,Russian,China,"coronavirus, Conspiracy theory"
The US is testing biological weapons in China,https://euvsdisinfo.eu/report/us-is-testing-biological-weapons-in-china/,30.01.2020,"Svobodnaya Pressa, Zvezda Weekly, Moskovskyi Komsomolets","China, US","Coronavirus is a Western, particularly American project (of the CIA, Pentagon, or NATO), on the development of biochemical weapons to kill people with the help of diseases, not by bullets and bombs. It is much cheaper!
There are over 100 CIA / Pentagon-sponsored secret and semi-known laboratories worldwide. These laboratories develop and test weapons of biological warfare.","No evidence given. Conspiracy theory and a recurring pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the coronavirus, the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. On the basis of the full genome of the virus, it was concluded that 2019-nCoV is a beta-coronavirus that comes from a family of viruses that include the common cold and other viruses such as SARS and MERS. These kind of viruses are common in different species of animals and sometimes can affect people. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
The conspiracy theory also repeats the recurring pro-Kremlin disinformation narrative about the Lugar Lab in Tbilisi, Georgia.
See previous claims alleging that Coronavirus might be US bacteriological weapon against China, The coronavirus is a biological weapon created by the UK, and A new Chinese coronavirus was likely elaborated in NATO biolabs.",Disinfo: The US is testing biological weapons in China,,,Issue 183,30/01/2020,Russian,"China, US","coronavirus, Conspiracy theory, Biological weapons, Conspiracy"
Baba Vanga predicted the coronavirus,https://euvsdisinfo.eu/report/baba-vanga-predicted-the-coronavirus/,30.01.2020,"Komsomolskaya Pravda, Moskovskij Komsomolets, RIA FAN, Utro.ru",China,"Baba Vanga have predicted the coronavirus. The well-known blind Bulgarian clairvoyant Baba Vanga predicted the spread of the disease caused by a new type of coronavirus back in the 1970s. She believed that the disease would spread from Africa, not from China.","This is part of pro-Kremlin media, spreading systematic disinformation and confusion about the coronavirus. See a similar case about a ""prediction"" made by Nostradamus here. Global epidemics have spread occasionally in all of human history, with or without the ""predictions"" of soothsayers.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS.",Disinfo: Baba Vanga predicted the coronavirus,,,Issue 182,30/01/2020,Russian,China,"coronavirus, Conspiracy theory"
Russia has found a way to treat coronavirus,https://euvsdisinfo.eu/report/russia-has-found-a-way-to-treat-coronavirus/,30.01.2020,Rg.ru; Vesti.ru; Interfax.ru; Rbc.ru,Russia,"Russian doctors have found a way to treat the new strain of coronavirus 2019-nCoV. So far, three drugs that are also used to fight HIV, hepatitis C and multiple sclerosis are recommended. Immunomodulating drugs can be effective in the initial manifestations of the disease as well.","At the moment, there is no cure against this strain of coronavirus, the vaccine is only at an early stage of development. Nevertheless, several specific vaccines and drugs are developed. Today, treatment consists of maintenance therapy, depending on the patient's condition. 
Regardless of the claims made in the article, to date, there is no specific medicine recommended to prevent or treat the new coronavirus. Immunomodulators are used to treat serious oncological diseases or in cases of organ transplantation. But there is currently no convincing evidence that immunomodulators help patients with influenza or respiratory infection recover.
Read similar cases that Big pharma profits from coronavirus panic and that US technology is behind the outbreak of the coronavirus – it's just business.",Disinfo: Russia has found a way to treat coronavirus,,,Issue 184,30/01/2020,Russian,Russia,"coronavirus, vaccination, Drugs"
The coronavirus is man-made and tailored to Chinese DNA,https://euvsdisinfo.eu/report/the-coronavirus-is-man-made-and-tailored-to-chinese-dna/,30.01.2020,Polnyi Kontakt @ Vesti FM [18:36 – 18:47],China,It is entirely possible that the coronavirus is man-made and tailored to the DNA of the Chinese nation.,"Conspiracy theory. See related disinformation cases about the coronavirus. 
Coronaviruses are a large family of viruses found in  both animals and humans. Some infect people and are known to cause illness ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). A novel coronavirus (CoV) is a new strain of coronavirus that has not been previously identified in humans, before the outbreak was reported in Wuhan, China in December 2019.
The virus migrated from animals to humans, and while the scientists continue to track its origins there is no evidence to suggest it has been made artificially.
See previous pro-Kremlin disinformation cases, alleging that cancer, syphilis and Spanish flu are US biological weapons; and that the Rockefeller foundation owns the patent for Zika virus.",Disinfo: The coronavirus is man-made and tailored to Chinese DNA,,,Issue 182,30/01/2020,Russian,China,coronavirus
Big Pharma spread false rumours about the coronavirus to forward their business interests,https://euvsdisinfo.eu/report/big-pharma-spread-false-rumours-on-the-coronavirus-to-forward-their-business-interests/,29.01.2020,RIA FAN,"China, Russia, US","The coronavirus is heading the news these days, and of course – all fakes around it. The primary object is to cause panic. One can hear “exclusive stories”, such as: “according to the Ministry of Health, more than 112 persons have died in Siberia and the Far East“. More than 200 similar reports have been detected by the Fund for Defending National Values. One can hear such delusional stories as “FBI reports that more than 100.000 persons have died in China and almost 3 millions are infected.” Why would the FBI care? This organisation deals only with internal issues of the USA. Why not the NSA or CIA? And those US specialists from “China” do not act delicately: “Tens of thousands are dead and thousands corps are burned at waste stations“.
Behind this stand the giant pharmaceutical companies, attempting to forward their business interests.","An unfounded conspiracy theory. Pro-Kremlin media recurrently attempt to feed into narratives on the pharmaceutical industry, suggesting evil play behind vaccines, pharmaceutical research facilities etc.",Disinfo: Big Pharma spread false rumours about the coronavirus to forward their business interests,,,Issue 182,29/01/2020,Russian,"China, Russia, US","coronavirus, Conspiracy theory"
The coronavirus is part of a US war against Russia and China,https://euvsdisinfo.eu/report/the-coronavirus-is-part-of-a-us-war-against-russia-and-china/,29.01.2020,Zvezda Weekly,"China, Russia, US","The coronavirus is part of the American biological war against Russia and China. Washington would benefit from “sick” and economically weakened competitors.
The US is conducting operations as part of a biological warfare against the entire planet.","Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a biological weapon.",Disinfo: The coronavirus is part of a US war against Russia and China,,,Issue 182,29/01/2020,Russian,"China, Russia, US","coronavirus, Conspiracy theory"
The coronavirus is a biological weapon created by the UK,https://euvsdisinfo.eu/report/the-coronavirus-is-a-biological-weapon-created-by-the-uk/,28.01.2020,Svobodnaya Pressa,"China, UK","The coronavirus 2019-nCoV is a biological weapon developed by the British, even if they pursued scientific goals.
On June 23, 2015, the U.S. Department of Justice granted scientists at the Pirbright Institute (formerly Animal Health Institute, England) the patent No. 10.130.701 for the invention of a “live attenuated coronavirus”. So, molecular biologists saw structural details similar to the 2019-nCoV on the electron microscope image of the “British invention”.","Conspiracy theory. This is a pro-Kremlin narrative about the coronavirus and the ""Anglo-Saxons"".
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.",Disinfo: The coronavirus is a biological weapon created by the UK,,,Issue 181,28/01/2020,Russian,"China, UK","coronavirus, Conspiracy theory, Biological weapons"
coronavirus targets exclusively one race,https://euvsdisinfo.eu/report/coronavirus-a-racial-bomb-that-affects-exclusively-mongoloids/,28.01.2020,Komsomolskaya Pravda,"China, US","The China coronavirus is a genetic weapon, designed to target exclusively Mongoloids. The events in China are beneficial for the current US Administration, which seeks to bring Beijing to its knees.
In a strange way, the start of the epidemic coincided with the final part of the negotiations between China and the United States on a trade agreement.","Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
The conspiracy theory also refers the recurring pro-Kremlin disinformation narratives about US military biological labs circling Russia. See disinformation examples related to the Lugar lab in Tbilisi, Georgia.",Disinfo: Coronavirus targets exclusively one race,,,Issue 181,28/01/2020,Russian,"China, US","coronavirus, Conspiracy theory, Biological weapons"
Mainstream media cover the coronavirus outbreak in an apocalyptic way to defame China,https://euvsdisinfo.eu/report/mainstream-media-cover-the-coronavirus-outbreak-in-an-apocalyptic-way-to-defame-china/,28.01.2020,South Front,China,"The apocalyptic coverage of the 2019-nCoV (corona virus) outbreak in China demonstrates how mainstream media outlets and social media platforms shape the audience’s perception of reality. While the Chinese government appears to be employing needed measures to contain the outbreak and prevent the virus spread, the MSM [mainstream media] uses this measures to feed the audience with speculations that this is a signal of the Chinese inability to keep the situation under control.","And unfounded claim, bordering on conspiracy theory. The outlet uses random quotes from social media to build an argument that ""mainstream media"" cover the coronavirus outbreak in an exaggerated way. See here for other cases related to the coronavirus outbreak.",Disinfo: Mainstream media cover the coronavirus outbreak in an apocalyptic way to defame China,,,Issue 182,28/01/2020,English,China,"coronavirus, Conspiracy theory"
The coronavirus was stolen from Canada by Chinese spies,https://euvsdisinfo.eu/report/the-coronavirus-was-stolen-from-canada-by-chinese-spies/,28.01.2020,Antifascist Info Agency,"Canada, China",The coronavirus was stolen from the Canadian laboratory NML by Chinese spies.,"Conspiracy theory. This is a pro-Kremlin narrative about the coronavirus.
The laboratory NML, which is part of the federal Public Health Agency of Canada (PHAC), told AFP by email that “this is disinformation. (These) statements made on social networks have no factual basis.""
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS.",Disinfo: The coronavirus was stolen from Canada by Chinese spies,,,Issue 182,28/01/2020,Russian,"Canada, China","coronavirus, Conspiracy theory"
coronavirus is a Western tool to attack Chinese economy,https://euvsdisinfo.eu/report/coronavirus-is-a-western-tool-to-attack-chinese-economy/,28.01.2020,"Novosti Shiolkovogo Puti @ Sputnik Belarus time 01:59 - 02:13, 07:20 - 08:15, 08:28 - 09:01, 13:30 - 14:35, 14:50 - 15:05","China, UK, US","The UK and US benefit from the situation around the coronavirus. They intentionally hype the threat and stir up a panic around the coronavirus, provoking a rise of Sinophobia. The virus must mostly have an artificial, man-made origin, and the way the Western media report about it points at this version. It is no coincidence that it came up at a time of second round of US-China negotiations and Brexit. The UK is becoming a new global actor, the new dawn of the British empire begins.
Given that China proclaimed its own course in contradiction to West’s, soon China may experience much larger economic problems stemming from the coronavirus infection. Chinese postal deliveries may be threatened which will bring colossal losses to China. The World Health Organization may also announce an epidemiological danger coming from China. This will result in further deterioration of China’s international image, panicking at Chinese stock exchange markets, a blow to Chinese currency and possible political escalation.","This is a conspiracy theory, one of a dozen of other similar cases about the coronavirus, which is consistent with the narrative that the spread of coronavirus is in the interest of the US, UK, and the West to weaken China economically.
The virus migrated from animals to humans, and while the scientists continue to track its origins there is no evidence to suggest it has been made artificially. The claims implicating the UK and US media in stirring up panic and Western plans to harm Chinese postal deliveries and the country's economy through the World Health Organization are also groundless.
In response to the outbreak of the coronavirus, the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS.
See previous pro-Kremlin disinformation cases, alleging that Bill Gates is sponsoring the coronavirus, that cancer, syphilis and Spanish flu are US biological weapons; and that the Rockefeller foundation owns the patent for Zika virus.",Disinfo: Coronavirus is a Western tool to attack Chinese economy,,,Issue 184,28/01/2020,Russian,"China, UK, US","coronavirus, Conspiracy theory, Media, Economic difficulties"
Big Pharma profits from coronavirus panic,https://euvsdisinfo.eu/report/big-pharma-profits-from-corona-virus-panic/,27.01.2020,,China,"Who benefits from the panic around the new type of Corona virus? The situation is under control, and there is now cause for worrying. In the early 2000s, around 100 billion USD was spent to “contain the spread” of the SARS-Co virus. In 18 years, around 700 people have died from it – just as many who dies from a usual influenza. In this case, the big pharmaceutical companies could profit largely. Why this panic? The answer is the classical: “who benefits from it?”","An unfounded conspiracy theory. Pro-Kremlin media occasionally attempt to feed into narratives on the pharmaceutical industry, suggesting evil play behind vaccines, pharmaceutical research facilities etc.",Disinfo: Big Pharma profits from coronavirus panic,,,Issue 181,27/01/2020,Russian,China,"Conspiracy theory, vaccination"
The China coronavirus looks like a US set up,https://euvsdisinfo.eu/report/the-china-coronavirus-looks-like-a-us-provocation/,27.01.2020,REN TV,"China, US","The China coronavirus looks like a set up.
US is practicing dual-use biotechnologies, which can treat, but can also kill. American corporations could benefit from this, they are developing new diseases just for profit.
An example of a US laboratory where deadly diseases are developed is Lugar Laboratory, in Georgia.","Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus and the Lugar laboratory in Georgia. See more here. 
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.",Disinfo: The China coronavirus looks like a US set up,,,Issue 181,27/01/2020,Russian,"China, US","coronavirus, Conspiracy theory, Lugar Laboratory, Biological weapons"
US technology is behind the outbreak of the corona virus - it's just business,https://euvsdisinfo.eu/report/106944-2/,27.01.2020,News Front,US,There is a parallel between the Corona virus outbreak and the other outbreaks of infectious diseases that occur all over the world. The US has laboratories in every corner of the world. Hence – American technology and virus outbreaks – are just business and no one cares about the consequences for ordinary people.,"Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus and hinting on the Lugar laboratory in Georgia. See more here. 
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.",Disinfo: US technology is behind the outbreak of the corona virus – it’s just business,,,Issue 181,27/01/2020,Russian,US,coronavirus
coronavirus might be US bacteriological weapon against China,https://euvsdisinfo.eu/report/coronavirus-might-be-us-bacteriological-weapon-against-china/,27.01.2020,REN TV,"US, Georgia","Mutation, secret laboratory or provocation: where does Coronavirus come from? Spreading Coronavirus is in the interest of the USA because American laboratories are operating not only around Russia but in the surroundings of Asian countries. One of them is Lugar Lab.","Conspiracy theory with no evidence given, based on recurring pro-Kremlin disinformation narratives about the biological weapons and Lugar Lab.
The claim contains other conspiracy theories, claiming that Americans want to exterminate Chinese people from inside; coronavirus was created artificially, and that spreading Coronavirus is in the interest of American pharmaceutical corporations.
According to the BBC, the coronavirus could have been passed to humans from animals. For example, a similar virus, SARS, which broke out in China in 2002-2003, was spread from bats, killing around 800 people.
Read similar disinformation cases: the US prepares biological weapons against Russia, the US is constructing secret biological labs.",Disinfo: Coronavirus might be US bacteriological weapon against China,,,Issue 181,27/01/2020,Russian,"US, Georgia","coronavirus, Conspiracy theory, Lugar Laboratory"
Expert: The coronavirus will kill Ukraine in days,https://euvsdisinfo.eu/report/expert-the-coronavirus-will-kill-ukraine-in-days/,27.01.2020,Polit Navigator,Ukraine,"The coronavirus will kill Ukraine in days, according to the expert Olyaksandr Teplyuk. If the virus should spread to Ukraine, the country, where the Ministry of Health is in disarray and the national health care system is in ruins, will not be able to cope with this challenge. If the contagion, God forbid, should appear, there will be no one capable of addressing the issue. The only thing Ukraine can do is to sit down and declare that all is under control.","An unfounded claim on Ukraine's readiness for handling cases of the coronavirus. Ukraine's national security council have convened to discuss means of containing an outbreak of the virus. The expert referred to in the claim is not an expert in medical issues. This claim is in line with a recurrent pro-Kremlin disinformation narrative, questioning Ukraine's state institutions. See other examples here and here.",Disinfo: Expert: The coronavirus will kill Ukraine in days,,,Issue 182,27/01/2020,Russian,Ukraine,"coronavirus, Ukrainian disintegration, Ukrainian statehood"
112 000 deaths in China due to coronavirus,https://euvsdisinfo.eu/report/in-china-thousands-of-deaths-due-to-the-new-coronavirus/,26.01.2020,"FB, Tourprom.ru, Pravosudija.net.",China,"The outbreak of the alleged new coronavirus in China is completely out of control and kills thousands of people every day. People die right on the streets and in the subway. At the moment, 2.8 million are infected and 112 000 are dead.","This is part of the Kremlin's disinformation campaign on the coronavirus. Other examples: The coronavirus is man-made and tailored to Chinese DNA and the recurring theme that The USA is to blame for the coronavirus in China. 
This information does not correspond to reality and is designed to wreak even greater panic on social media. As of February 16, the total number of coronavirus cases is 51 857 people. Currently, the death toll from coronavirus is 1666 people.",Disinfo: 112 000 deaths in China due to coronavirus,,,Issue 184,26/01/2020,Russian,China,"coronavirus, Conspiracy theory"
The Chinese coronavirus is a US provocation,https://euvsdisinfo.eu/report/the-china-coronavirus-is-a-us-provocation/,25.01.2020,"RIA FAN, RIA Novosti","China, US","The deadly new coronavirus found in China is a US provocation. The Americans were afraid that they will not be able to overtake China economically.
Such provocations are not happening the first time, it happened before with the bird flu and British beef, which “someone did not like”.","Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
The conspiracy theory also repeats the recurring pro-Kremlin disinformation narrative about the Lugar lab in Tbilisi, Georgia. See more here.",Disinfo: The Chinese coronavirus is a US provocation,,,Issue 181,25/01/2020,Russian,"China, US","coronavirus, Conspiracy theory, Biological weapons, Conspiracy"
coronavirus might be a biological weapon,https://euvsdisinfo.eu/report/coronavirus-might-be-a-biological-weapon/,25.01.2020,Itogi Nedeli @ 5 kanal [1:01:09 - 1:05:58],"China, US","It is not a coincidence that are now hearing that the new coronavirus is artificially made and is a biological weapon.
2 years ago Wuhan university opened a high-security biological lab, that researched the most dangerous pathogens in the world. It is possible that the virus escaped the lab. But even more likely version is that the virus was brought from the outside. American corporations stand to gain from the virus. America itself could benefit, the US is the only country that has 400 military biological labs, not only around Russia, but also around China.","Conspiracy theory. This is a pro-Kremlin narrative about the China coronavirus.
In response to the outbreak of the corona virus the Chinese authorities have placed more than a dozen cities under quarantine. The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. The virus ""2019-nCoV” comes from a family of viruses that include the common cold, and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
The conspiracy theory also refers the recurring pro-Kremlin disinformation narratives about US military biological labs circling Russia. See disinformation examples related to the Lugar lab in Tbilisi, Georgia.",Disinfo: Coronavirus might be a biological weapon,,,Issue 181,25/01/2020,Russian,"China, US","coronavirus, Biological weapons"
